ps,cor.258176_at,cor.258177_at,cor.258084_at,cor.251865_at,cor.257958_at,cor.255731_at,cor.256187_at,cor.258060_at,cor.259359_at
252774_at,0.09453739054,0.5173866465,0.2374471446,0.1047652936,0.5180435568,0.3257167763,0.3113346784,0.33415237,0.04825056799
252776_at,0.1441165596,0.5198173818,0.1861109207,0.1176662906,0.5189937297,0.3575974264,0.3771925041,0.356891635,0.003570376523
252797_at,0.1483380054,0.5368649645,0.1716882654,0.1217968118,0.5245608286,0.3946028775,0.4333130561,0.3219263756,0.05212865431
252841_at,0.1574633365,0.5045895785,0.07802165997,0.1481968654,0.3790939736,0.4338183328,0.5177770527,0.3897601735,0.0414764763
252845_at,0.05239206102,0.4238589321,0.162342413,0.1526384462,0.3120293056,0.5283294034,0.5874314912,0.4554383455,0.168226049
252849_at,0.1772191402,0.4002544043,0.09347844984,0.2449353793,0.2938754472,0.5051927897,0.5284524904,0.3561198396,0.04637082514
252967_at,0.1620868462,0.5284881251,0.2545944557,0.1829037576,0.5188346078,0.3115167652,0.2346114375,0.2620687289,0.1274833789
253026_at,0.1551037226,0.5000617937,0.09445210381,0.210334834,0.5028663015,0.2257511163,0.2428559775,0.3181302976,0.004604152961
253134_at,0.131006627,0.5493328237,0.1103500506,0.1947003289,0.5789184745,0.358389888,0.4182467641,0.3831757441,0.04080614357
253169_at,0.1678273986,0.5845966658,0.1590896769,0.2122546037,0.3736610128,0.3722678463,0.5025441441,0.4401839725,0.09383174912
253315_at,0.08877981612,0.5049181966,0.1118120821,0.2482837582,0.3252962509,0.4160864344,0.5031444144,0.4410099805,0.09707399216
253426_at,0.151833504,0.6359735726,0.1266067078,0.2256545484,0.555087832,0.4084062662,0.4657592642,0.4656414672,0.0307698154
253442_at,0.05936850382,0.507200642,0.2677784969,0.1008169559,0.2924787153,0.4733365907,0.5163434451,0.3773324921,0.2230007877
253472_at,0.08865518526,0.5647097194,0.104892296,0.2795230907,0.4292035731,0.4328916116,0.5499292567,0.4405935332,0.05092773194
253523_at,0.1314174977,0.3928081153,0.235815193,0.08507383295,0.2677988181,0.628448305,0.5378826503,0.2237944156,0.15684368
253727_at,0.04564677117,0.5050573442,0.09936862776,0.3801990489,0.3526075192,0.351873827,0.4804052078,0.5528364297,0.09139349227
253918_at,0.004236800694,0.5604371837,0.2188755759,0.311492149,0.3738649081,0.4325861718,0.4812438152,0.5054112237,0.1031009701
253927_at,0.170697937,0.5193040341,0.08234102258,0.1620261861,0.4379137825,0.4342556728,0.4546132126,0.5062795944,0.04789002406
254005_at,0.1832297053,0.5710328638,0.1408151002,0.3465311377,0.5520083885,0.2804073662,0.3112979267,0.4286887503,0.02572635917
254070_at,0.1764364325,0.5995923774,0.1470246914,0.2557631676,0.4320337807,0.4129152816,0.5533142268,0.461777791,0.06586038701
254086_at,0.03896281531,0.4954597273,0.1720755597,0.2829324924,0.2739748634,0.5320155605,0.5661509504,0.3165405072,0.05981316455
254183_at,0.1282371535,0.5111186288,0.04147135448,0.3768017978,0.5555172469,0.2104692742,0.2297176676,0.4406783814,0.08943566796
254311_at,0.1546672462,0.5509767107,0.1607972329,0.1356905904,0.486625817,0.4057950549,0.503535619,0.4482875323,0.04529301437
254325_at,0.1982845609,0.5984958408,0.1720964266,0.2072568618,0.5786765873,0.4059412069,0.4281855308,0.4279084846,0.03847069185
254365_at,0.102274619,0.5271377061,0.1878614909,0.221842505,0.505232864,0.3728367449,0.4989560646,0.4101632816,0.06675957622
254470_at,0.126107228,0.5419726098,0.1108616499,0.2632448609,0.3167496176,0.3585224792,0.5318501699,0.4233757199,0.06944754305
254516_at,0.1273802913,0.54137294,0.1450772106,0.1821534617,0.4327526175,0.3741411277,0.5165060483,0.3926642298,0.09579526814
254653_at,0.126156291,0.5482065409,0.2065410539,0.1834683251,0.5809056113,0.4265766991,0.4497303512,0.3846037985,0.05060336525
254838_at,0.1681324028,0.5755217023,0.2149267898,0.1869836322,0.4725935478,0.4137277414,0.5026671634,0.4373228681,0.09848849531
254855_s_at,0.08482416941,0.5171812203,0.1181897351,0.1689248983,0.5029303849,0.3695741264,0.4730247299,0.4507050713,0.05632475087
254881_at,0.1283059908,0.504827143,0.1337912197,0.2641553149,0.3213136614,0.3396884884,0.501844639,0.3750849843,0.03391439104
254885_at,0.1480860798,0.5897998533,0.1881286606,0.212178962,0.54562355,0.4320631317,0.4765137781,0.4472820262,0.02914268358
254925_at,0.00533544692,0.4052135664,0.2197225644,0.06261530378,0.303864278,0.6030236742,0.5949433966,0.2778970484,0.09901199022
255060_at,0.137138371,0.5424053016,0.1582330858,0.2018084818,0.5063683001,0.3149372059,0.3913893456,0.3578385511,0.02514298503
255108_at,0.2157347571,0.5786171144,0.1809988287,0.1405867758,0.6022451688,0.3485058748,0.4326535039,0.3813345159,0.06900906883
255120_x_at,0.209085596,0.5083874396,0.06968413467,0.235227421,0.4372174545,0.4404273803,0.5797467243,0.4264513127,0.03756022981
255186_at,0.0680642731,0.6190594828,0.09000542863,0.2016056463,0.4182926466,0.4342238672,0.5491241596,0.49964614,0.00673667411
255197_x_at,0.1796299804,0.4622391619,0.110138583,0.189211935,0.5267762883,0.4104043778,0.502089461,0.3972661273,0.01288561252
255228_at,0.1503233042,0.5489691359,0.1410402883,0.2056348616,0.4417991907,0.4019840608,0.5003732581,0.4154202885,0.1068508594
255244_at,0.09135970032,0.5090996418,0.2050598322,0.1370739406,0.5434848575,0.358132225,0.3812326233,0.3073115636,0.005167517261
255268_at,0.1411065293,0.5893925472,0.1149992437,0.2968460963,0.457551017,0.4524237507,0.5499842485,0.4848381145,0.03033302244
255271_at,0.1247283963,0.6191348769,0.1997671408,0.1617392862,0.5051058636,0.3414648085,0.4870573228,0.3678702781,0.04731019939
255287_at,0.1639760484,0.5097855135,0.1508983059,0.1581524098,0.5346116417,0.3680679335,0.3893644556,0.328130226,0.02359950246
255293_at,0.1690492711,0.5118789039,0.1295300925,0.1044559773,0.5507818598,0.4064124934,0.3944267549,0.3636057969,0.03332745616
255362_at,0.09209925466,0.5582257532,0.2610988374,0.1261449003,0.5191910703,0.3363324965,0.3007256972,0.3486370382,0.03813536506
255387_at,0.1773500212,0.59837841,0.2104059893,0.1504027649,0.6270302628,0.3814087226,0.3771416784,0.3932032978,0.03986626716
255408_at,0.07470307621,0.5137659271,0.1124694495,0.09041628068,0.5378541266,0.2760974968,0.2582147312,0.3167534916,0.04207804879
255442_at,0.08474996157,0.4100791467,0.01911586138,0.006559707422,0.3157684384,0.5798985324,0.5042189196,0.330139088,0.0492144924
255505_at,0.1344246717,0.5017533949,0.08697317256,0.2724902212,0.3172701179,0.4725731423,0.4790737214,0.5236047927,0.09987001341
255518_at,0.1564730087,0.6151700172,0.1647703543,0.2168585648,0.5540330998,0.4466052746,0.4873971775,0.4603611081,0.04046984902
255523_at,0.1802034896,0.522385049,0.1033120486,0.2558575838,0.5363702885,0.3713447748,0.4410391489,0.3781948622,0.004422189887
255570_at,0.1405768829,0.4868286265,0.1779027076,0.1140418951,0.2790912335,0.5640463905,0.5270623115,0.3536206284,0.126903557
255752_at,0.1620229019,0.5001303359,0.08397077726,0.2811272199,0.3483217995,0.4613242022,0.5178829986,0.4756892565,0.03023618374
255813_at,0.18828787,0.5263490962,0.2289071951,0.129298348,0.5735398901,0.4425030501,0.3988135948,0.4152171223,0.08847180051
255820_at,0.0746345875,0.5316838623,0.2407810118,0.1083007465,0.5779529467,0.3533626826,0.3366310673,0.3911679975,0.04283329889
255868_at,0.1867443563,0.6140106837,0.1205126836,0.2347893451,0.5918220459,0.3780208348,0.4307503005,0.4391842538,0.01564914787
255927_at,0.1959858998,0.5587158664,0.2709994099,0.2257818637,0.5332157021,0.3460091341,0.4085134917,0.34284139,0.1337582676
255944_at,0.1307213216,0.5786023287,0.2380781,0.1508933117,0.6058601138,0.3988106841,0.4132177654,0.3409774559,0.08220936184
256023_at,0.1452910073,0.5313941613,0.1558044352,0.1974613554,0.3446758531,0.3652629064,0.5205394923,0.3645302565,0.1510236369
256048_at,0.1104787461,0.506028523,0.2243981555,0.1153570778,0.5574712707,0.2841014703,0.2555609303,0.284461121,0.04123658094
256087_at,0.1403170912,0.5208899743,0.181609123,0.2017134586,0.5740677053,0.4458496371,0.4817582767,0.4109629565,0.04772126108
256126_at,0.122350446,0.5874983519,0.161142056,0.2215772017,0.5225306774,0.3503658903,0.4036529799,0.3361315017,0.03427378349
256277_at,0.07455519231,0.477101248,0.01340725112,0.08604584163,0.2903978522,0.5474493015,0.5946470725,0.4191460511,0.03541747055
256301_at,0.03987252091,0.5049905673,0.2051007766,0.1158986237,0.3588210386,0.3697188317,0.5032442412,0.2441573703,0.1845358346
256375_at,0.1169246764,0.6309339655,0.1061030636,0.2627058782,0.4095322363,0.3940062195,0.5417318907,0.4703199175,0.01535699769
256393_at,0.1145710846,0.5659635532,0.1843054993,0.157721913,0.5515573127,0.399556493,0.4310724156,0.3956454137,0.02278988552
256410_at,0.113504183,0.559431287,0.1807425962,0.1550707229,0.5086164692,0.4090587821,0.4380131305,0.4103082104,0.04118302725
256439_at,0.02829228785,0.5639828993,0.09102783676,0.2320255521,0.3595753132,0.4264865745,0.5355612005,0.3951504226,0.05789733365
256552_at,0.08721250938,0.545032312,0.2236475496,0.07671313171,0.5666449354,0.3488362436,0.3124999658,0.3785831081,0.05266229963
256704_at,0.1058724165,0.5494799972,0.171971707,0.1867696784,0.5333065096,0.355170498,0.4223119347,0.3698287261,0.007872336798
256760_at,0.2030852605,0.5165562659,0.1687367529,0.2454072194,0.4574308487,0.4369880675,0.5780272187,0.4653667732,0.1298087997
256831_at,0.2059846336,0.5364835009,0.2055727978,0.1566240642,0.5737942139,0.4717867244,0.4393925788,0.4198372666,0.1214424189
256834_at,0.1822960887,0.5502636999,0.09009261369,0.2183347281,0.4988552707,0.4215603013,0.5161820421,0.4200947218,0.07061682973
256879_at,0.1401917392,0.4105573976,0.06144408216,0.05529968642,0.2112277093,0.5155883182,0.5397493978,0.2937240464,0.1226627154
256946_at,0.2462010472,0.5168899518,0.04645141944,0.3008000836,0.4434157354,0.3286371539,0.474231828,0.5084563615,0.01220968465
256988_s_at,0.2053686732,0.4474360053,0.2048506239,0.1438701059,0.3477949977,0.5144009812,0.5297132143,0.4412491816,0.1930433705
256992_at,0.09283580476,0.5017037837,0.05293560478,0.5026008112,0.3154039205,0.1980458461,0.2786392909,0.4463035489,0.1332514174
257106_at,0.1693527852,0.503813679,0.02983708318,0.4123383314,0.5282724066,0.2803240149,0.2659481507,0.4460190557,0.05265536599
257165_at,0.1575067258,0.6243966399,0.1645443268,0.2713342985,0.5030434103,0.3962577821,0.4731710847,0.4581595597,0.05714795783
257242_at,0.04316421245,0.5042600768,0.1401398784,0.2784920393,0.3213183735,0.3053664513,0.4114594549,0.5028718298,0.006662943143
257305_at,0.05845728343,0.5710106579,0.1949540317,0.1492918822,0.5082059313,0.2909766904,0.2695778384,0.2920251875,0.001259835072
257326_s_at,0.144391126,0.5220607761,0.1392763451,0.1680753384,0.4953378815,0.4085474308,0.5510550587,0.421519605,0.07544225232
257343_s_at,0.1766113068,0.5200860034,0.07619883249,0.2316513133,0.3653873055,0.4423575861,0.5929967325,0.4194325775,0.05883575259
257359_x_at,0.1727004533,0.521509813,0.1071476971,0.1906508963,0.4587795919,0.4448496003,0.5388763275,0.3726357706,0.0913509404
257379_x_at,0.195111426,0.5180018543,0.09832375826,0.2461690966,0.4119326424,0.4105947992,0.5775879306,0.4084894541,0.0555395581
257390_x_at,0.1508210969,0.5754626832,0.1818054097,0.2000497602,0.4401840723,0.4364075741,0.5425874274,0.4355667124,0.04748905381
257449_at,0.1200644177,0.5738723446,0.1449711613,0.18138724,0.5144304128,0.4218789031,0.4999605902,0.4213792957,0.04586042779
257457_at,0.1097845457,0.5391197442,0.1478581042,0.143817249,0.5846238726,0.4358133007,0.4432289923,0.3946928825,0.02657885534
257494_at,0.1583891886,0.5146352139,0.1516087067,0.2110185193,0.5540355472,0.4029683546,0.3969954559,0.4441468059,0.1282943713
257525_at,0.09299465254,0.5711435054,0.1669861543,0.1371506974,0.5699458246,0.3631623617,0.3859691673,0.3918169827,0.03120263672
257544_at,0.1407641356,0.5127620487,0.2363807955,0.1492699558,0.5622339148,0.3697543429,0.406647848,0.3876662807,0.1434146219
257549_at,0.1834419298,0.5625349179,0.1104117645,0.2089257136,0.4507305524,0.4812205638,0.6216841064,0.4427350022,0.05014487168
257562_at,0.1768658874,0.558773706,0.1328715479,0.2432562199,0.4050389327,0.4229017942,0.550507591,0.4400076861,0.07668001462
257576_at,0.1441172693,0.6070635519,0.1384707286,0.2682321363,0.4916823979,0.424253752,0.5374388843,0.4478124943,0.02031535603
257581_s_at,0.1249015476,0.517516537,0.06363593326,0.2315531289,0.4084854209,0.4355045258,0.5660805942,0.4468149399,0.08381695229
257589_at,0.01860305513,0.534586259,0.159539979,0.2540589086,0.304846036,0.3304984864,0.3898773381,0.5152135123,0.08587736543
257606_at,0.04219968019,0.4417163154,0.3936129461,0.1783221081,0.2570005517,0.5265577251,0.5861523358,0.4670325219,0.2278498541
257656_at,0.1144100814,0.5303279885,0.1005370974,0.2305005555,0.4524622091,0.4060767685,0.5402808315,0.4723585513,0.06450947237
257693_at,0.02421071811,0.5686992856,0.2207373201,0.1946361199,0.5075019772,0.3490109277,0.3133379762,0.3386559442,0.08934109347
257776_at,0.1594113252,0.5483794454,0.1839732384,0.2497886329,0.4662151765,0.4495552724,0.5170791575,0.4543738622,0.0402769629
257779_at,0.0868863565,0.5847751537,0.09502971086,0.336870129,0.3479757081,0.3617081665,0.5128871961,0.4908601341,0.06212914358
257795_at,0.04460256997,0.5045292575,0.1341342181,0.1299303066,0.5304258172,0.355174051,0.3461381014,0.308930759,0.01183758133
257913_at,0.06604830099,0.5788139647,0.1745331035,0.1027129666,0.288421014,0.485889935,0.4536143115,0.5426232183,0.1548028762
258032_at,0.01396869931,0.6279318378,0.2046294542,0.2439701947,0.4088034468,0.4369615524,0.5206952964,0.48160625,0.02045090109
258142_at,0.1190473458,0.586856268,0.1757555487,0.197770161,0.4352055685,0.4317352861,0.5117834689,0.3949274121,0.02901879367
258195_at,0.1366707829,0.5677677416,0.1076930728,0.1899415881,0.3930119231,0.4417902646,0.5165754689,0.4117168231,0.09147988192
258304_at,0.1367536743,0.5177791665,0.1187308797,0.1709931908,0.318236401,0.4315895719,0.5326335021,0.4104287906,0.0611693272
258354_at,0.1822323911,0.5201875492,0.1864932396,0.1861868658,0.605190121,0.3814775895,0.4903784938,0.3671294679,0.0724198432
258442_at,0.1926051189,0.4498688791,0.012259104,0.5577137513,0.38084286,0.2171459343,0.3232922601,0.5325654427,0.06828221186
258459_at,0.1027568929,0.5942604247,0.1678673251,0.2527047973,0.5133923327,0.3528065156,0.4095241201,0.4053210345,0.09026350348
258489_at,0.02520706692,0.3655452361,0.2078781277,0.1173223136,0.1854759122,0.5133580135,0.5112818094,0.1961505463,0.07163336094
258500_at,0.1871615741,0.4033649332,0.206268156,0.2136432127,0.3171417091,0.5238236722,0.5480294039,0.4462748112,0.08381791757
258539_at,0.1596471563,0.5303660767,0.05594732587,0.2429356642,0.343514736,0.3798680449,0.5214270211,0.443576132,0.02328211567
258715_at,0.1196425687,0.5008727036,0.06597342599,0.150946701,0.2581426351,0.503567635,0.4846578041,0.2472402296,0.1207130744
258775_at,0.1468961744,0.5115876921,0.04209271142,0.1983091847,0.5273285649,0.4150549024,0.4368611703,0.4201387204,0.07837084445
258808_at,0.1434270304,0.5815108719,0.2119023401,0.1714536622,0.5516076281,0.4175227324,0.4719760885,0.4641378985,0.1084233621
258829_at,0.0258578534,0.4305311493,0.1643139045,0.1668079357,0.2050695671,0.5666675131,0.5482001324,0.3361983959,0.01895171216
258918_at,0.07643080533,0.6247921706,0.1386764706,0.2794886783,0.4044008925,0.3889565009,0.521357925,0.4982046564,0.0788528739
258959_at,0.1535007225,0.5055401924,0.1452308789,0.2521174271,0.5454689474,0.2769923539,0.3859788014,0.3321456071,0.06401753382
259135_at,0.1773419899,0.5348858139,0.1993271493,0.3013994596,0.4571088226,0.3054712401,0.359482963,0.5065403256,0.09790586362
259203_at,0.07479328248,0.5285004447,0.2128177806,0.1229954168,0.5217805804,0.3314224358,0.338997916,0.2831409077,0.04812167189
259361_at,0.03694339207,0.5691980648,0.04299442838,0.322283537,0.3563778979,0.4694004958,0.601251983,0.4888311029,0.01084758758
259407_at,0.1353644498,0.470487709,0.2669103462,0.06554531105,0.324258851,0.5346644943,0.5300824498,0.3442559702,0.08887226891
259408_at,0.07694628548,0.3507578011,0.303038011,0.09122476233,0.1953485426,0.5263424186,0.5352785284,0.2242033243,0.1996265169
259494_at,0.1496892854,0.6186675155,0.1550192996,0.2466424239,0.4285741133,0.4027954109,0.5557875152,0.4285541344,0.04908152033
259504_at,0.1018059973,0.3846034971,0.03496610055,0.01054747841,0.2920024323,0.5448480223,0.5653566388,0.4153122631,0.0147206335
259509_at,0.2203664446,0.5595599299,0.1024380481,0.2196470296,0.4385274435,0.4055256535,0.5158323672,0.4355138928,0.0563512115
259590_at,0.07542198089,0.6156041174,0.1648450287,0.1642901348,0.5073340734,0.4225136353,0.4594375628,0.3928336528,0.04277429465
259781_at,0.1451809533,0.5106537925,0.2175345707,0.07087141098,0.5316824151,0.4105211762,0.3052996863,0.3329005814,0.07547456538
259795_at,0.04823226964,0.5151115223,0.1479988798,0.1854957336,0.5630669397,0.4094682343,0.4533556319,0.4777356153,0.07917788697
259811_at,0.1344337039,0.5329492013,0.2788713673,0.2615788543,0.5162273651,0.3798961457,0.4097469635,0.3802999169,0.1595069134
259865_at,0.2408385793,0.4987251122,0.2019719251,0.3648587836,0.299287589,0.411716537,0.5838789813,0.5406521255,0.112185967
259931_at,0.1048884919,0.5810843945,0.1914005752,0.1994704112,0.3435803333,0.4385951275,0.5531010574,0.4663597051,0.09341730351
260066_at,0.1126635223,0.5074104395,0.1699133386,0.1811734811,0.5246110485,0.3159875515,0.3874856366,0.3154812585,0.07680501718
260198_at,0.165578051,0.5369272659,0.08543119021,0.1450783729,0.47752601,0.4600351297,0.5907446773,0.4321363556,0.0183443781
260218_at,0.1518410838,0.5101148723,0.1145044683,0.2144828898,0.3387138687,0.424715856,0.5722167149,0.3913297674,0.07288728856
260383_s_at,0.02163182459,0.5407188363,0.1204644195,0.2332352853,0.349573686,0.4630699614,0.5013199213,0.3358095661,0.1256248621
260424_at,0.1573629031,0.5605114512,0.1270932768,0.2497815457,0.5459502174,0.2699828003,0.3217710697,0.3531660658,0.02610997912
260482_at,0.05566805295,0.4690443975,0.08623984525,0.1622910796,0.2230983266,0.5232489466,0.5383289707,0.3423406285,0.106701119
260497_at,0.05452427217,0.5120553052,0.131034197,0.1584156727,0.2979531372,0.516924183,0.4724222965,0.2721778642,0.1407436573
260571_at,0.1381107073,0.3261700488,0.4227964166,0.1079555123,0.2033972959,0.5429116576,0.5097485041,0.3271506085,0.2765587607
260692_at,0.134668235,0.5024039105,0.1780286432,0.1499001957,0.5097305974,0.3638962072,0.3595699927,0.3595340833,0.08156554582
260698_at,0.1747789572,0.5612999606,0.141037617,0.2566133744,0.4639808832,0.3912657487,0.5674069758,0.4326784438,0.07542795004
260699_at,0.1433939587,0.532925721,0.1905671026,0.1813381946,0.5515042259,0.3075878554,0.3404725812,0.3835674076,5.88E-04
260721_at,0.1253833959,0.5335370513,0.1277759435,0.197246447,0.4575595564,0.4391513399,0.5331411723,0.43341471,0.06277844693
260808_at,0.1577393516,0.5274758265,0.1773634195,0.1878689451,0.5478067102,0.4004756096,0.4339524334,0.3654756519,0.06064005733
260849_at,0.1870626236,0.5033835909,0.02872288591,0.3238147522,0.3861408951,0.3797875552,0.5443918534,0.4660151776,0.02640633056
260850_at,0.1951287196,0.554104011,0.1262021725,0.2108662811,0.6447643398,0.3990692123,0.4532604733,0.4025577778,0.02420710435
261093_at,0.1717596228,0.6200070258,0.1787718858,0.2033470046,0.5913869191,0.4062186782,0.4922569554,0.4491110813,0.03714084875
261251_at,0.08137911659,0.5468242821,0.1287275842,0.1874078685,0.574482075,0.2827951882,0.3088246745,0.3511687723,0.00457809126
261355_at,0.007993959391,0.4175312376,0.03927660967,0.01240098431,0.2865603102,0.5334700963,0.553983235,0.2811093579,0.06702448986
261360_at,0.1746374214,0.5537688056,0.1532120177,0.1614951895,0.5740834383,0.4066582197,0.3959021789,0.3560927392,0.06951698485
261529_at,0.08840797007,0.5401600259,0.203100769,0.1874089736,0.5659057642,0.3640449351,0.3516280105,0.3411769892,0.03028897068
261589_at,0.046000809,0.5972731184,0.203909148,0.2032780005,0.5398697281,0.3032033577,0.3530009749,0.391364103,0.003325328553
261621_at,0.02375018544,0.3997673222,0.08174268857,0.0466404803,0.213691207,0.6093038859,0.529570369,0.3225394115,0.02328610813
261639_at,0.09986273499,0.411468123,0.02839660653,0.2417943635,0.292491711,0.6163397123,0.5137321262,0.260838722,0.004940832243
261670_at,0.2147122027,0.5289004019,0.1705414133,0.4001886643,0.4354617847,0.3294689445,0.4242397415,0.5205016578,0.0558095825
261699_at,0.2040151214,0.5760863923,0.2144999771,0.2135718898,0.5861848382,0.4221996321,0.4340031463,0.3983836674,0.08848656362
261737_at,0.167250569,0.5339167736,0.1791677326,0.1599309535,0.5978691094,0.4079893137,0.4252442135,0.3720317204,0.0765845952
261799_at,0.1715005534,0.5760236839,0.1364860432,0.1907649858,0.5386329513,0.3823164465,0.4881292755,0.407870945,0.01452686614
261869_at,0.1315670498,0.5484591565,0.2636121232,0.1627108293,0.551552927,0.3362539022,0.2803774293,0.3470906394,0.1005047692
262013_s_at,0.1489146713,0.5179792306,0.127989892,0.2002278871,0.3427704573,0.4007948442,0.5268342909,0.3962623276,0.06961773496
262042_at,0.1345829118,0.6028781187,0.1450312512,0.2586250986,0.4854770691,0.3850147195,0.5360981914,0.4270366327,0.03204528221
262064_at,0.1017562889,0.5345923201,0.01071105214,0.3082541468,0.3222474772,0.4891641912,0.5694052897,0.3130128342,0.1291543591
262123_at,0.1583546111,0.6001952492,0.151817503,0.2710719158,0.4890405672,0.4258634581,0.5198240134,0.4464697103,0.07083031995
262167_at,0.1514793334,0.5223592779,0.151844936,0.2610015268,0.5859603241,0.3523818808,0.4007055742,0.409928725,0.02451763011
262178_at,0.120214773,0.5195677316,0.209871975,0.2038285546,0.5830277155,0.3571430233,0.3744807087,0.3637976911,0.09001754699
262195_at,0.2032911466,0.5801553248,0.01131267453,0.2573639929,0.4415072391,0.4588223839,0.4955601834,0.5050810935,0.1028256652
262214_at,0.1480270124,0.5561942904,0.1979463668,0.2025251021,0.5252854629,0.3879069931,0.3304546343,0.3804582338,0.1006467503
262271_x_at,0.1943639086,0.5461585922,0.1251282954,0.2369892171,0.4766010284,0.4294265168,0.5283055962,0.4234804458,0.08129804676
262352_at,0.1148824315,0.5583301985,0.2046891256,0.2216523722,0.5225626053,0.2910340488,0.3083730505,0.348315976,0.02310885618
262358_at,0.1691720447,0.5635029558,0.1733913968,0.2268144175,0.5742392413,0.3118395448,0.3836086,0.4496731534,0.0962780809
262425_at,0.186269616,0.5695149632,0.1916208936,0.2084980536,0.539369731,0.337814963,0.3334756709,0.4074992966,0.06534791171
262442_at,0.06817076696,0.6077310911,0.1345450363,0.1239120587,0.4273692317,0.4862790366,0.5719996285,0.3605314269,0.04498132334
262462_at,0.1593327805,0.5128074029,0.0890268321,0.1635084789,0.5023608177,0.3890421046,0.408458046,0.3610733968,0.01573787533
262476_at,0.06570997415,0.4072332941,0.1611100501,0.1250148604,0.2564011968,0.5412480476,0.5702959625,0.3516660467,0.07509449494
262684_s_at,0.01688029982,0.4343565748,0.1862743725,0.1670386764,0.3232156631,0.5351193349,0.4888708389,0.5411043751,0.153987836
262771_at,0.003799974706,0.6001771947,0.150470069,0.1873225122,0.5352431034,0.3571049343,0.3883546711,0.4336292081,0.04414414183
262792_at,0.1592251996,0.5033062805,0.1413769415,0.2290844116,0.577520626,0.3586792887,0.4472143809,0.4263734383,0.09530098495
262837_at,0.04446997017,0.3602979482,0.3650698726,0.1248873398,0.2814557971,0.6028095359,0.5174061211,0.2411001241,0.209636705
262991_at,0.1212840341,0.5627239331,0.1237219358,0.1746953327,0.5230989032,0.3624095593,0.4459939,0.4105287183,0.0373720112
263045_at,0.1589583526,0.5224690137,0.2097444387,0.128777969,0.6157382035,0.3220774265,0.2949030594,0.2865170637,0.04299929656
263195_at,0.1565695081,0.5174255806,0.2242499754,0.1586252486,0.548936977,0.2738580259,0.3145719612,0.3300454633,0.07354285898
263197_at,0.1425821177,0.5610291281,0.0705409564,0.1854251538,0.4436461307,0.4209818639,0.5424851006,0.4155773026,0.02437942806
263341_at,0.2147505273,0.57563992,0.1675422526,0.2345019083,0.4046848625,0.4525750905,0.5354480723,0.408012316,0.1012369924
263489_at,0.1669713234,0.5097409421,0.003164574227,0.5017317392,0.3940672075,0.2240752712,0.3314851545,0.4609750173,0.09220490578
263516_at,0.06166092965,0.3953862267,0.1304811686,0.07252799152,0.277817591,0.5496616368,0.5283882206,0.4035751025,0.03445285274
263592_at,0.1855864883,0.5213529458,0.1082472712,0.2636481899,0.4025599311,0.426886077,0.5639012991,0.4525067819,0.06000107778
263608_at,0.1425348852,0.5444769192,0.2754773017,0.1824166501,0.456649615,0.4628054267,0.5125500952,0.4366922485,0.08036934092
263663_at,0.004684937283,0.5363201793,0.0416586798,0.2846270088,0.3515732869,0.5087416069,0.4752252288,0.4871886,0.02461216521
263692_at,0.02281763723,0.4707846245,0.1679992153,0.07593986756,0.3093680496,0.6280995858,0.5741335297,0.3112526737,0.06175432855
263728_at,0.1643635329,0.4420205143,0.1562618117,0.1322903873,0.2683627618,0.5108948786,0.5164227367,0.3606072036,0.02730431003
263735_s_at,0.1317203813,0.5260703526,0.0455260737,0.3029490312,0.4553776373,0.412911581,0.5130295858,0.4240429902,0.0253113863
263743_at,0.01039342749,0.487032754,0.1886929181,0.07493647347,0.253524507,0.563927463,0.543393753,0.2597178748,0.01907957167
263770_at,0.1468391745,0.5591991272,0.2024566336,0.1736929707,0.573215498,0.3921835435,0.3984032849,0.3577189376,0.04110444581
263819_x_at,0.1773606835,0.4407894431,0.06309488319,0.1532253435,0.5057144495,0.4493220255,0.5318009057,0.4228496231,0.04692018769
263933_s_at,0.1452381876,0.5921713093,0.06717390256,0.2387224284,0.4450068291,0.419946133,0.5649645587,0.4103528454,0.03949541548
263965_at,0.1154018013,0.5969758064,0.1848683733,0.2436612193,0.3735813287,0.4009803847,0.5002107585,0.4049944951,0.09271481236
264090_at,0.170343361,0.5078203225,0.1145807144,0.1768066486,0.4453334204,0.4151057105,0.5108458597,0.3987703122,0.1118535873
264141_at,0.04966551753,0.3825888779,0.2540747871,0.05719096631,0.2698147542,0.5640919486,0.5705893338,0.3095212158,0.1959660378
264152_at,0.06912192331,0.4062401267,0.03847993204,0.209059442,0.269674623,0.533346418,0.5249120099,0.2965793376,0.007993820836
264309_at,0.01874432653,0.4497328467,0.1337201207,0.04263296103,0.2812679027,0.5504233586,0.5237824216,0.2082816424,1.50E-04
264417_at,0.1963392526,0.58423185,0.1451306631,0.2443920857,0.478288874,0.4462540859,0.5840848071,0.4182406602,0.07222932343
264520_at,0.04642753741,0.524249092,0.1720668684,0.1708450381,0.5471731783,0.3067558068,0.3476914249,0.3367580773,0.06710731556
264538_at,0.08088661443,0.5748578811,0.08186119844,0.2079129983,0.376713907,0.3901582175,0.514638651,0.4217945974,0.02618092781
264670_s_at,0.005987590709,0.5722457847,0.0997827576,0.1907967237,0.377551046,0.5743050346,0.4535072093,0.348906325,0.05848728386
